frame,track_id,x,y,w,h,centroid_x,centroid_y,area
14,23,828,934,9,9,832.0,938.0,56.0
15,23,823,939,9,9,827.0,943.0,56.0
16,23,818,941,9,9,822.0,945.0,56.0
17,23,815,942,9,9,819.0,946.0,56.0
18,23,815,942,9,9,819.0,946.0,56.0
19,23,812,941,9,9,816.0,945.0,56.0
20,23,812,941,9,9,816.0,945.0,56.0
21,23,814,940,9,9,818.0,944.0,56.0
22,23,814,940,9,9,818.0,944.0,56.0
23,23,821,937,9,9,825.0,941.0,56.0
24,23,821,937,9,9,825.0,941.0,56.0
25,23,821,937,9,9,825.0,941.0,56.0
26,23,821,937,9,9,825.0,941.0,56.0
27,23,821,937,9,9,825.0,941.0,56.0
28,23,823,930,9,9,827.0,934.0,56.0
29,23,820,931,9,9,824.0,935.0,56.0
0,20,87,896,9,9,91.0,900.0,56.0
1,20,87,896,9,9,91.0,900.0,56.0
2,20,87,896,9,9,91.0,900.0,56.0
3,20,89,893,9,9,93.0,897.0,56.0
4,20,89,893,9,9,93.0,897.0,56.0
5,20,89,893,9,9,93.0,897.0,56.0
6,20,89,888,9,9,93.0,892.0,56.0
7,20,91,884,9,9,95.0,888.0,56.0
8,20,91,884,9,9,95.0,888.0,56.0
9,20,91,884,9,9,95.0,888.0,56.0
10,20,91,884,9,9,95.0,888.0,56.0
11,20,91,884,9,9,95.0,888.0,56.0
12,20,91,884,9,9,95.0,888.0,56.0
13,20,92,878,9,9,96.0,882.0,56.0
14,20,92,878,9,9,96.0,882.0,56.0
15,20,92,878,9,9,96.0,882.0,56.0
16,20,92,878,9,9,96.0,882.0,56.0
17,20,98,873,9,9,102.0,877.0,56.0
18,20,98,873,9,9,102.0,877.0,56.0
19,20,98,873,9,9,102.0,877.0,56.0
20,20,101,877,9,9,105.0,881.0,56.0
21,20,101,877,9,9,105.0,881.0,56.0
22,20,101,877,9,9,105.0,881.0,56.0
23,20,101,877,9,9,105.0,881.0,56.0
24,20,100,877,9,9,104.0,881.0,56.0
25,20,99,880,9,9,103.0,884.0,56.0
26,20,99,880,9,9,103.0,884.0,56.0
27,20,99,880,9,9,103.0,884.0,56.0
28,20,99,880,9,9,103.0,884.0,56.0
29,20,99,880,9,9,103.0,884.0,56.0
0,12,503,781,9,10,507.0,785.5,64.0
1,12,503,781,9,9,507.0,785.0,56.0
2,12,502,781,9,9,506.0,785.0,56.0
3,12,502,781,9,9,506.0,785.0,56.0
4,12,502,781,9,9,506.0,785.0,56.0
5,12,502,782,9,9,506.0,786.0,56.0
6,12,502,782,9,9,506.0,786.0,56.0
7,12,502,782,9,9,506.0,786.0,56.0
8,12,502,782,9,9,506.0,786.0,56.0
9,12,494,782,9,9,498.0,786.0,56.0
10,12,494,782,9,9,498.0,786.0,56.0
11,12,494,782,9,9,498.0,786.0,56.0
12,12,494,782,9,9,498.0,786.0,56.0
13,12,494,782,9,9,498.0,786.0,56.0
14,12,490,782,9,9,494.0,786.0,56.0
15,12,490,782,9,9,494.0,786.0,56.0
16,12,490,782,9,9,494.0,786.0,56.0
17,12,490,782,9,9,494.0,786.0,56.0
18,12,490,782,9,9,494.0,786.0,56.0
19,12,490,782,9,9,494.0,786.0,56.0
20,12,490,782,9,9,494.0,786.0,56.0
21,12,490,782,9,9,494.0,786.0,56.0
22,12,490,782,9,9,494.0,786.0,56.0
23,12,490,782,9,9,494.0,786.0,56.0
24,12,490,782,9,9,494.0,786.0,56.0
25,12,490,782,9,9,494.0,786.0,56.0
26,12,490,782,9,9,494.0,786.0,56.0
27,12,490,782,9,9,494.0,786.0,56.0
28,12,490,782,9,9,494.0,786.0,56.0
29,12,490,782,9,9,494.0,786.0,56.0
0,5,506,360,9,9,510.0,364.0,56.0
1,5,506,360,9,9,510.0,364.0,56.0
2,5,506,360,9,9,510.0,364.0,56.0
3,5,506,360,9,9,510.0,364.0,56.0
4,5,506,360,9,9,510.0,364.0,56.0
5,5,506,360,9,9,510.0,364.0,56.0
6,5,506,360,9,9,510.0,364.0,56.0
7,5,504,354,9,9,508.0,358.0,56.0
8,5,505,353,9,9,509.0,357.0,56.0
9,5,505,353,9,9,509.0,357.0,56.0
10,5,505,353,9,9,509.0,357.0,56.0
11,5,505,353,9,9,509.0,357.0,56.0
12,5,503,349,9,9,507.0,353.0,56.0
13,5,503,349,9,9,507.0,353.0,56.0
14,5,503,349,9,9,507.0,353.0,56.0
15,5,503,341,9,9,507.0,345.0,56.0
16,5,503,341,9,9,507.0,345.0,56.0
17,5,503,341,9,9,507.0,345.0,56.0
18,5,503,341,9,9,507.0,345.0,56.0
19,5,503,341,9,9,507.0,345.0,56.0
20,5,503,341,9,9,507.0,345.0,56.0
21,5,499,341,9,9,503.0,345.0,56.0
22,5,499,341,9,9,503.0,345.0,56.0
23,5,496,341,9,9,500.0,345.0,56.0
24,5,490,338,9,9,494.0,342.0,56.0
25,5,490,338,9,9,494.0,342.0,56.0
26,5,493,337,9,9,497.0,341.0,56.0
27,5,493,337,9,9,497.0,341.0,56.0
28,5,501,339,9,9,505.0,343.0,56.0
29,5,501,339,9,9,505.0,343.0,56.0
0,6,583,346,9,9,587.0,350.0,56.0
1,6,583,346,9,9,587.0,350.0,56.0
2,6,583,346,9,9,587.0,350.0,56.0
3,6,583,346,9,9,587.0,350.0,56.0
4,6,583,346,9,9,587.0,350.0,56.0
5,6,583,345,9,9,587.0,349.0,56.0
6,6,583,344,9,9,587.0,348.0,56.0
7,6,583,344,9,9,587.0,348.0,56.0
8,6,584,344,9,9,588.0,348.0,56.0
9,6,584,344,9,9,588.0,348.0,56.0
10,6,584,344,9,9,588.0,348.0,56.0
11,6,584,344,9,9,588.0,348.0,56.0
12,6,584,343,9,9,588.0,347.0,56.0
13,6,584,343,9,9,588.0,347.0,56.0
14,6,584,343,9,9,588.0,347.0,56.0
15,6,584,343,9,9,588.0,347.0,56.0
16,6,584,343,9,9,588.0,347.0,56.0
17,6,585,341,9,9,589.0,345.0,56.0
18,6,585,341,9,9,589.0,345.0,56.0
19,6,585,341,9,9,589.0,345.0,56.0
20,6,585,341,9,9,589.0,345.0,56.0
21,6,585,341,9,9,589.0,345.0,56.0
22,6,577,338,9,9,581.0,342.0,56.0
23,6,578,338,9,9,582.0,342.0,56.0
24,6,580,337,9,9,584.0,341.0,56.0
25,6,580,337,9,9,584.0,341.0,56.0
26,6,580,337,9,9,584.0,341.0,56.0
27,6,584,343,9,9,588.0,347.0,56.0
28,6,584,343,9,9,588.0,347.0,56.0
29,6,584,337,9,9,588.0,341.0,56.0
0,15,638,611,9,9,642.0,615.0,56.0
1,15,638,611,9,9,642.0,615.0,56.0
2,15,638,611,9,9,642.0,615.0,56.0
3,15,638,611,9,9,642.0,615.0,56.0
4,15,638,611,9,9,642.0,615.0,56.0
5,15,638,611,9,9,642.0,615.0,56.0
6,15,638,611,9,9,642.0,615.0,56.0
7,15,638,611,9,9,642.0,615.0,56.0
8,15,638,611,9,9,642.0,615.0,56.0
9,15,638,610,9,9,642.0,614.0,56.0
10,15,644,607,9,9,648.0,611.0,56.0
11,15,646,606,9,9,650.0,610.0,56.0
12,15,651,603,9,9,655.0,607.0,56.0
13,15,651,603,9,9,655.0,607.0,56.0
14,15,654,602,9,9,658.0,606.0,56.0
15,15,654,602,9,9,658.0,606.0,56.0
16,15,662,601,9,9,666.0,605.0,56.0
17,15,663,601,9,9,667.0,605.0,56.0
18,15,663,601,9,9,667.0,605.0,56.0
19,15,663,601,9,9,667.0,605.0,56.0
20,15,663,601,9,9,667.0,605.0,56.0
21,15,663,601,9,9,667.0,605.0,56.0
22,15,663,601,9,9,667.0,605.0,56.0
23,15,663,601,9,9,667.0,605.0,56.0
24,15,663,601,9,9,667.0,605.0,56.0
25,15,667,605,9,9,671.0,609.0,56.0
26,15,666,605,9,9,670.0,609.0,56.0
27,15,675,605,9,9,679.0,609.0,56.0
28,15,682,603,9,9,686.0,607.0,56.0
29,15,678,604,9,9,682.0,608.0,56.0
0,36,863,181,9,9,867.0,185.0,56.0
1,36,858,185,9,9,862.0,189.0,56.0
2,36,858,185,9,9,862.0,189.0,56.0
3,36,856,184,9,9,860.0,188.0,56.0
4,36,851,182,9,9,855.0,186.0,56.0
5,36,850,181,9,9,854.0,185.0,56.0
6,36,850,181,9,9,854.0,185.0,56.0
7,36,850,181,9,9,854.0,185.0,56.0
8,36,850,181,9,9,854.0,185.0,56.0
9,36,850,181,9,9,854.0,185.0,56.0
10,36,851,177,9,9,855.0,181.0,56.0
11,36,853,174,9,9,857.0,178.0,56.0
12,36,853,174,9,9,857.0,178.0,56.0
13,36,855,172,9,9,859.0,176.0,56.0
14,36,846,174,9,9,850.0,178.0,56.0
15,36,846,174,9,9,850.0,178.0,56.0
16,36,846,174,9,9,850.0,178.0,56.0
17,36,839,171,9,9,843.0,175.0,56.0
18,36,839,171,9,9,843.0,175.0,56.0
19,36,839,171,9,9,843.0,175.0,56.0
20,36,839,171,9,9,843.0,175.0,56.0
21,36,839,171,9,9,843.0,175.0,56.0
22,36,839,171,9,9,843.0,175.0,56.0
23,36,839,171,9,9,843.0,175.0,56.0
24,36,836,170,9,9,840.0,174.0,56.0
25,36,840,169,9,9,844.0,173.0,56.0
26,36,841,169,9,9,845.0,173.0,56.0
27,36,841,169,9,9,845.0,173.0,56.0
28,36,841,169,9,9,845.0,173.0,56.0
29,36,841,169,9,9,845.0,173.0,56.0
0,27,1009,690,9,9,1013.0,694.0,56.0
1,27,1008,694,9,9,1012.0,698.0,56.0
2,27,1007,699,9,9,1011.0,703.0,56.0
3,27,1005,699,9,9,1009.0,703.0,56.0
4,27,1005,699,9,9,1009.0,703.0,56.0
5,27,1006,700,9,9,1010.0,704.0,56.0
6,27,1007,698,9,9,1011.0,702.0,56.0
7,27,1005,698,9,9,1009.0,702.0,56.0
8,27,1004,699,9,9,1008.0,703.0,56.0
9,27,1002,698,9,9,1006.0,702.0,56.0
10,27,1003,698,9,9,1007.0,702.0,56.0
11,27,999,700,9,9,1003.0,704.0,56.0
12,27,993,699,9,9,997.0,703.0,56.0
13,27,992,699,9,9,996.0,703.0,56.0
14,27,987,696,9,9,991.0,700.0,56.0
15,27,988,700,9,9,992.0,704.0,56.0
16,27,990,699,9,9,994.0,703.0,56.0
17,27,986,701,9,9,990.0,705.0,56.0
18,27,985,694,9,9,989.0,698.0,56.0
19,27,985,692,9,9,989.0,696.0,56.0
20,27,986,688,9,9,990.0,692.0,56.0
21,27,979,685,10,9,983.5,689.0,64.0
22,27,979,683,9,9,983.0,687.0,56.0
23,27,971,678,9,9,975.0,682.0,56.0
24,27,969,680,9,9,973.0,684.0,56.0
25,27,967,679,9,9,971.0,683.0,56.0
26,27,966,680,9,9,970.0,684.0,56.0
27,27,962,676,9,9,966.0,680.0,56.0
28,27,961,677,9,9,965.0,681.0,56.0
29,27,960,676,9,9,964.0,680.0,56.0
0,14,598,724,9,9,602.0,728.0,56.0
1,14,598,724,9,9,602.0,728.0,56.0
2,14,597,731,9,9,601.0,735.0,56.0
3,14,597,731,9,9,601.0,735.0,56.0
4,14,597,731,9,9,601.0,735.0,56.0
5,14,597,731,9,9,601.0,735.0,56.0
6,14,597,731,9,9,601.0,735.0,56.0
7,14,597,731,9,9,601.0,735.0,56.0
8,14,597,731,9,9,601.0,735.0,56.0
9,14,597,731,9,9,601.0,735.0,56.0
10,14,597,731,9,9,601.0,735.0,56.0
11,14,603,729,9,9,607.0,733.0,56.0
12,14,603,729,9,9,607.0,733.0,56.0
13,14,603,729,9,9,607.0,733.0,56.0
14,14,603,729,9,9,607.0,733.0,56.0
15,14,603,729,9,9,607.0,733.0,56.0
16,14,603,729,9,9,607.0,733.0,56.0
17,14,603,729,9,9,607.0,733.0,56.0
18,14,603,729,9,9,607.0,733.0,56.0
19,14,603,729,9,9,607.0,733.0,56.0
20,14,603,729,9,9,607.0,733.0,56.0
21,14,603,729,9,9,607.0,733.0,56.0
22,14,603,729,9,9,607.0,733.0,56.0
23,14,603,729,9,9,607.0,733.0,56.0
24,14,603,729,9,9,607.0,733.0,56.0
25,14,603,729,9,9,607.0,733.0,56.0
26,14,612,726,9,9,616.0,730.0,56.0
27,14,612,726,9,9,616.0,730.0,56.0
28,14,612,726,9,9,616.0,730.0,56.0
29,14,612,726,9,9,616.0,730.0,56.0
0,18,772,789,9,9,776.0,793.0,56.0
1,18,772,789,9,9,776.0,793.0,56.0
2,18,775,783,9,9,779.0,787.0,56.0
3,18,775,782,9,9,779.0,786.0,56.0
4,18,774,777,9,9,778.0,781.0,56.0
5,18,774,777,9,9,778.0,781.0,56.0
6,18,774,777,9,9,778.0,781.0,56.0
7,18,769,777,9,9,773.0,781.0,56.0
8,18,769,777,9,9,773.0,781.0,56.0
9,18,767,779,9,9,771.0,783.0,56.0
10,18,767,779,9,9,771.0,783.0,56.0
11,18,767,779,9,9,771.0,783.0,56.0
12,18,765,775,9,9,769.0,779.0,56.0
13,18,765,775,9,9,769.0,779.0,56.0
14,18,765,775,9,9,769.0,779.0,56.0
15,18,760,776,9,9,764.0,780.0,56.0
16,18,753,776,9,9,757.0,780.0,56.0
17,18,753,776,9,9,757.0,780.0,56.0
18,18,753,777,9,9,757.0,781.0,56.0
19,18,751,787,9,9,755.0,791.0,56.0
20,18,750,789,9,9,754.0,793.0,56.0
21,18,743,792,9,9,747.0,796.0,56.0
22,18,743,792,9,9,747.0,796.0,56.0
23,18,736,795,9,9,740.0,799.0,56.0
24,18,732,795,9,9,736.0,799.0,56.0
25,18,736,790,9,9,740.0,794.0,56.0
26,18,731,795,9,9,735.0,799.0,56.0
27,18,727,797,9,9,731.0,801.0,56.0
28,18,727,797,9,9,731.0,801.0,56.0
29,18,727,797,9,9,731.0,801.0,56.0
0,19,800,820,9,9,804.0,824.0,56.0
1,19,800,820,9,9,804.0,824.0,56.0
2,19,800,820,9,9,804.0,824.0,56.0
3,19,800,820,9,9,804.0,824.0,56.0
4,19,800,820,9,9,804.0,824.0,56.0
5,19,800,820,9,9,804.0,824.0,56.0
6,19,800,820,9,9,804.0,824.0,56.0
7,19,800,825,9,9,804.0,829.0,56.0
8,19,802,828,9,9,806.0,832.0,56.0
9,19,802,828,9,9,806.0,832.0,56.0
10,19,802,828,9,9,806.0,832.0,56.0
11,19,802,828,9,9,806.0,832.0,56.0
12,19,804,835,9,9,808.0,839.0,56.0
13,19,802,839,9,9,806.0,843.0,56.0
14,19,802,838,9,9,806.0,842.0,56.0
15,19,792,836,9,9,796.0,840.0,56.0
16,19,792,836,9,9,796.0,840.0,56.0
17,19,792,836,9,9,796.0,840.0,56.0
18,19,792,836,9,9,796.0,840.0,56.0
19,19,794,834,9,10,798.0,838.5,64.0
20,19,794,835,9,9,798.0,839.0,56.0
21,19,795,834,9,9,799.0,838.0,56.0
22,19,795,834,9,9,799.0,838.0,56.0
23,19,796,832,9,9,800.0,836.0,56.0
24,19,797,832,9,9,801.0,836.0,56.0
25,19,806,834,9,9,810.0,838.0,56.0
26,19,806,833,9,9,810.0,837.0,56.0
27,19,807,833,9,9,811.0,837.0,56.0
28,19,807,834,9,9,811.0,838.0,56.0
29,19,806,833,9,9,810.0,837.0,56.0
0,37,817,166,9,9,821.0,170.0,56.0
1,37,814,166,9,9,818.0,170.0,56.0
2,37,806,168,9,9,810.0,172.0,56.0
3,37,806,168,9,9,810.0,172.0,56.0
4,37,802,167,9,9,806.0,171.0,56.0
5,37,802,167,9,9,806.0,171.0,56.0
6,37,802,167,9,9,806.0,171.0,56.0
7,37,791,164,9,9,795.0,168.0,56.0
8,37,791,164,9,9,795.0,168.0,56.0
9,37,794,162,9,9,798.0,166.0,56.0
10,37,797,163,9,9,801.0,167.0,56.0
11,37,800,163,9,9,804.0,167.0,56.0
12,37,796,161,9,9,800.0,165.0,56.0
13,37,796,161,9,9,800.0,165.0,56.0
14,37,793,158,9,9,797.0,162.0,56.0
15,37,790,155,9,9,794.0,159.0,56.0
16,37,787,152,9,9,791.0,156.0,56.0
17,37,787,152,9,9,791.0,156.0,56.0
18,37,783,148,9,9,787.0,152.0,56.0
19,37,785,150,9,9,789.0,154.0,56.0
20,37,785,150,9,9,789.0,154.0,56.0
21,37,785,148,9,9,789.0,152.0,56.0
22,37,784,144,9,9,788.0,148.0,56.0
23,37,788,144,9,9,792.0,148.0,56.0
24,37,788,144,9,9,792.0,148.0,56.0
25,37,797,144,9,9,801.0,148.0,56.0
26,37,796,144,9,9,800.0,148.0,56.0
27,37,796,145,9,9,800.0,149.0,56.0
28,37,796,145,9,9,800.0,149.0,56.0
29,37,796,145,9,9,800.0,149.0,56.0
0,8,567,445,9,9,571.0,449.0,56.0
1,8,567,445,9,9,571.0,449.0,56.0
2,8,567,445,9,9,571.0,449.0,56.0
3,8,567,445,9,9,571.0,449.0,56.0
4,8,567,445,9,9,571.0,449.0,56.0
5,8,567,445,9,9,571.0,449.0,56.0
6,8,567,445,9,9,571.0,449.0,56.0
7,8,567,445,9,9,571.0,449.0,56.0
8,8,567,445,9,9,571.0,449.0,56.0
9,8,567,445,9,9,571.0,449.0,56.0
10,8,567,445,9,9,571.0,449.0,56.0
11,8,570,433,9,10,574.0,437.5,64.0
12,8,570,431,9,9,574.0,435.0,56.0
13,8,570,431,9,9,574.0,435.0,56.0
14,8,570,431,9,9,574.0,435.0,56.0
15,8,569,427,9,9,573.0,431.0,56.0
16,8,569,427,9,9,573.0,431.0,56.0
17,8,569,427,9,9,573.0,431.0,56.0
18,8,569,427,9,9,573.0,431.0,56.0
19,8,574,427,9,9,578.0,431.0,56.0
20,8,574,427,9,9,578.0,431.0,56.0
21,8,574,425,9,9,578.0,429.0,56.0
22,8,574,425,9,9,578.0,429.0,56.0
23,8,581,430,9,9,585.0,434.0,56.0
24,8,583,436,9,9,587.0,440.0,56.0
25,8,585,445,9,9,589.0,449.0,56.0
26,8,585,445,9,9,589.0,449.0,56.0
27,8,585,445,9,9,589.0,449.0,56.0
28,8,585,445,9,9,589.0,449.0,56.0
29,8,585,445,9,9,589.0,449.0,56.0
0,7,646,392,9,9,650.0,396.0,56.0
1,7,647,392,9,9,651.0,396.0,56.0
2,7,647,392,9,9,651.0,396.0,56.0
3,7,647,392,9,9,651.0,396.0,56.0
4,7,647,392,9,9,651.0,396.0,56.0
5,7,647,392,9,9,651.0,396.0,56.0
6,7,647,392,9,9,651.0,396.0,56.0
7,7,646,404,9,9,650.0,408.0,56.0
8,7,646,404,9,9,650.0,408.0,56.0
9,7,646,404,9,9,650.0,408.0,56.0
10,7,646,404,9,9,650.0,408.0,56.0
11,7,646,404,9,9,650.0,408.0,56.0
12,7,646,403,9,9,650.0,407.0,56.0
13,7,646,403,9,9,650.0,407.0,56.0
14,7,646,403,9,9,650.0,407.0,56.0
15,7,646,402,9,10,650.0,406.5,64.0
16,7,646,402,9,9,650.0,406.0,56.0
17,7,646,402,9,9,650.0,406.0,56.0
18,7,646,402,9,9,650.0,406.0,56.0
19,7,652,407,9,9,656.0,411.0,56.0
20,7,652,407,9,9,656.0,411.0,56.0
21,7,656,410,9,9,660.0,414.0,56.0
22,7,656,410,9,9,660.0,414.0,56.0
23,7,656,410,9,9,660.0,414.0,56.0
24,7,656,410,9,9,660.0,414.0,56.0
25,7,656,410,9,9,660.0,414.0,56.0
26,7,656,410,9,9,660.0,414.0,56.0
27,7,656,410,9,9,660.0,414.0,56.0
28,7,656,410,9,9,660.0,414.0,56.0
29,7,660,420,9,9,664.0,424.0,56.0
0,11,428,704,9,9,432.0,708.0,56.0
1,11,428,704,9,9,432.0,708.0,56.0
2,11,428,704,9,9,432.0,708.0,56.0
3,11,428,704,9,9,432.0,708.0,56.0
4,11,428,704,9,9,432.0,708.0,56.0
5,11,428,704,9,9,432.0,708.0,56.0
6,11,424,696,9,9,428.0,700.0,56.0
7,11,424,696,9,9,428.0,700.0,56.0
8,11,424,696,9,9,428.0,700.0,56.0
9,11,425,695,9,9,429.0,699.0,56.0
10,11,434,691,9,9,438.0,695.0,56.0
11,11,434,691,9,9,438.0,695.0,56.0
12,11,434,691,9,9,438.0,695.0,56.0
13,11,434,691,9,9,438.0,695.0,56.0
14,11,434,691,9,9,438.0,695.0,56.0
15,11,431,692,9,9,435.0,696.0,56.0
16,11,431,692,9,9,435.0,696.0,56.0
17,11,431,692,9,9,435.0,696.0,56.0
18,11,419,695,9,9,423.0,699.0,56.0
19,11,420,694,9,9,424.0,698.0,56.0
20,11,422,693,9,9,426.0,697.0,56.0
21,11,425,692,9,9,429.0,696.0,56.0
22,11,425,690,9,9,429.0,694.0,56.0
23,11,425,690,9,9,429.0,694.0,56.0
24,11,425,690,9,9,429.0,694.0,56.0
25,11,425,690,9,9,429.0,694.0,56.0
26,11,425,690,9,9,429.0,694.0,56.0
27,11,425,690,9,9,429.0,694.0,56.0
28,11,425,690,9,9,429.0,694.0,56.0
29,11,425,690,9,9,429.0,694.0,56.0
0,26,963,713,9,9,967.0,717.0,56.0
1,26,962,713,9,9,966.0,717.0,56.0
2,26,962,713,9,9,966.0,717.0,56.0
3,26,962,713,9,9,966.0,717.0,56.0
4,26,962,713,9,9,966.0,717.0,56.0
5,26,962,713,9,9,966.0,717.0,56.0
6,26,960,715,9,9,964.0,719.0,56.0
7,26,960,715,9,9,964.0,719.0,56.0
8,26,960,715,9,9,964.0,719.0,56.0
9,26,960,715,9,9,964.0,719.0,56.0
10,26,960,715,9,9,964.0,719.0,56.0
11,26,960,715,9,9,964.0,719.0,56.0
12,26,957,717,9,9,961.0,721.0,56.0
13,26,956,717,10,10,960.385342789598,721.3853427895981,70.5
14,26,950,723,9,9,954.0,727.0,56.0
15,26,950,723,9,9,954.0,727.0,56.0
16,26,950,723,9,9,954.0,727.0,56.0
17,26,948,724,9,9,952.0,728.0,56.0
18,26,948,727,9,9,952.0,731.0,56.0
19,26,948,727,9,9,952.0,731.0,56.0
20,26,948,727,9,9,952.0,731.0,56.0
21,26,948,727,9,9,952.0,731.0,56.0
22,26,948,727,9,9,952.0,731.0,56.0
23,26,948,727,9,9,952.0,731.0,56.0
24,26,948,727,9,9,952.0,731.0,56.0
25,26,948,727,9,9,952.0,731.0,56.0
26,26,948,727,9,9,952.0,731.0,56.0
27,26,948,727,9,9,952.0,731.0,56.0
28,26,947,740,9,9,951.0,744.0,56.0
29,26,947,740,9,9,951.0,744.0,56.0
0,10,433,584,9,9,437.0,588.0,56.0
1,10,427,596,9,9,431.0,600.0,56.0
2,10,427,596,9,9,431.0,600.0,56.0
3,10,427,596,9,9,431.0,600.0,56.0
4,10,423,596,9,9,427.0,600.0,56.0
5,10,423,596,9,9,427.0,600.0,56.0
6,10,423,596,9,9,427.0,600.0,56.0
7,10,423,594,9,9,427.0,598.0,56.0
8,10,423,594,9,9,427.0,598.0,56.0
