frame,track_id,centroid_x,centroid_y,label_at_centroid,centroid_on_own_mask
36,9,244.0,316.0,9,True
37,9,248.0,320.5,9,True
38,9,250.0,325.5,9,True
39,9,250.0,327.0,9,True
40,9,234.06852791878174,320.39086294416245,9,True
41,9,237.0,321.0,9,True
42,9,237.0,321.0,9,True
43,9,239.5,311.0,9,True
44,9,240.0,311.0,9,True
45,9,244.0,311.0,9,True
46,9,244.0,311.0,9,True
47,9,245.0,315.0,9,True
48,9,246.0,315.0,9,True
49,9,251.0,310.0,9,True
50,9,248.0,310.0,9,True
51,9,233.0,309.0,9,True
52,9,231.0,310.0,9,True
53,9,227.0,310.0,9,True
54,9,227.0,310.0,9,True
55,9,227.0,310.0,9,True
56,9,227.0,310.0,9,True
57,9,229.0,310.0,9,True
58,9,229.0,310.0,9,True
59,9,229.0,310.0,9,True
60,9,229.0,310.0,9,True
61,9,226.0,320.0,9,True
62,9,227.0,326.0,9,True
63,9,227.0,326.0,9,True
64,9,227.0,326.0,9,True
65,9,219.0,326.0,9,True
66,9,219.0,326.0,9,True
67,9,223.0,321.0,9,True
68,9,223.0,321.0,9,True
69,9,224.0,321.0,9,True
70,9,221.0,321.0,9,True
71,9,221.0,321.0,9,True
72,9,219.0,321.0,9,True
73,9,205.0,327.0,9,True
74,9,205.0,327.0,9,True
75,9,215.0,324.0,9,True
76,9,221.0,330.0,9,True
77,9,218.0,339.0,9,True
0,26,206.0,458.0,26,True
1,26,206.0,458.0,26,True
2,26,186.5,458.0,26,True
3,26,188.0,460.0,26,True
4,26,188.0,460.5,26,True
5,26,197.5,461.0,26,True
6,26,198.0,464.0,26,True
7,26,208.0,451.0,26,True
8,26,197.0,454.0,26,True
9,26,197.0,454.0,26,True
10,26,197.0,454.0,26,True
11,26,197.0,454.0,26,True
12,26,198.5,454.0,26,True
13,26,208.0,456.0,26,True
14,26,208.0,456.0,26,True
15,26,198.0,453.0,26,True
16,26,201.0,453.0,26,True
17,26,207.0,455.0,26,True
18,26,221.0,446.0,26,True
19,26,226.5,447.0,26,True
20,26,227.0,447.0,26,True
21,26,227.0,447.0,26,True
22,26,226.0,447.0,26,True
23,26,226.0,447.0,26,True
24,26,226.0,448.0,26,True
25,26,221.0,448.0,26,True
26,26,221.0,448.0,26,True
27,26,219.0,457.0,26,True
28,26,221.0,448.0,26,True
29,26,219.0,449.0,26,True
30,26,219.0,449.0,26,True
31,26,219.0,449.0,26,True
32,26,219.0,449.0,26,True
33,26,219.0,449.0,26,True
34,26,219.0,449.0,26,True
35,26,219.0,449.0,26,True
36,26,219.0,449.0,26,True
37,26,219.0,449.0,26,True
38,26,219.0,449.0,26,True
39,26,204.0,453.0,26,True
40,26,191.0,453.0,26,True
41,26,191.0,453.0,26,True
42,26,183.0,453.0,26,True
43,26,180.0,453.0,26,True
44,26,176.0,453.0,26,True
45,26,176.0,453.0,26,True
46,26,176.0,453.0,26,True
47,26,176.0,453.0,26,True
48,26,179.0,441.0,26,True
49,26,179.0,441.0,26,True
50,26,163.0,442.0,26,True
51,26,163.0,444.5,26,True
52,26,163.0,446.0,26,True
53,26,163.0,449.0,26,True
54,26,162.0,450.0,26,True
55,26,162.0,456.0,26,True
56,26,148.0,459.0,26,True
57,26,146.0,456.0,26,True
58,26,141.0,452.0,26,True
59,26,141.0,452.0,26,True
60,26,137.0,452.0,26,True
61,26,136.0,452.0,26,True
62,26,136.0,452.0,26,True
63,26,136.0,452.0,26,True
64,26,136.0,452.0,26,True
65,26,136.0,452.0,26,True
66,26,126.0,451.0,26,True
67,26,124.0,459.0,26,True
68,26,127.0,463.0,26,True
69,26,127.0,463.0,26,True
70,26,149.0,460.0,26,True
71,26,144.0,462.0,26,True
72,26,126.0,462.0,26,True
73,26,117.0,462.0,26,True
0,18,389.0,169.0,18,True
1,18,389.0,169.0,18,True
2,18,389.0,169.0,18,True
3,18,389.0,169.0,18,True
4,18,389.0,169.0,18,True
5,18,389.0,169.0,18,True
6,18,389.0,169.0,18,True
7,18,389.0,169.0,18,True
8,18,389.5,169.0,18,True
9,18,390.0,169.0,18,True
10,18,391.0,166.0,18,True
11,18,391.0,166.0,18,True
12,18,393.0,163.0,18,True
13,18,393.0,163.0,18,True
14,18,394.0,163.0,18,True
15,18,396.0,162.0,18,True
16,18,400.0,156.0,18,True
17,18,402.0,155.0,18,True
18,18,412.0,153.0,18,True
19,18,412.0,153.0,18,True
20,18,412.0,153.0,18,True
21,18,412.0,152.5,18,True
22,18,412.0,152.0,18,True
23,18,412.0,152.0,18,True
24,18,412.0,152.0,18,True
25,18,412.0,152.0,18,True
26,18,412.0,152.0,18,True
27,18,412.0,151.5,18,True
28,18,412.0,151.0,18,True
29,18,412.0,151.0,18,True
30,18,412.0,151.0,18,True
31,18,412.0,151.0,18,True
32,18,412.0,151.0,18,True
33,18,412.0,151.0,18,True
34,18,412.0,151.0,18,True
35,18,412.0,151.0,18,True
36,18,412.0,151.0,18,True
37,18,412.0,151.0,18,True
38,18,412.0,151.0,18,True
39,18,412.0,151.0,18,True
40,18,412.0,152.0,18,True
41,18,412.0,152.0,18,True
42,18,420.0,155.0,18,True
43,18,420.0,155.0,18,True
44,18,427.0,148.0,18,True
45,18,430.0,144.0,18,True
46,18,430.0,144.0,18,True
47,18,434.0,141.0,18,True
48,18,434.0,140.0,18,True
49,18,432.0,135.0,18,True
50,18,432.0,135.0,18,True
51,18,432.0,134.0,18,True
52,18,435.0,124.0,18,True
53,18,435.0,124.0,18,True
54,18,435.0,124.0,18,True
55,18,435.0,124.0,18,True
56,18,425.0,138.0,18,True
57,18,421.0,141.0,18,True
58,18,415.0,135.0,18,True
59,18,415.0,116.0,18,True
26,44,92.0,59.0,44,True
27,44,92.0,59.0,44,True
28,44,92.0,59.0,44,True
29,44,92.0,59.5,44,True
30,44,92.0,60.0,44,True
31,44,92.0,60.0,44,True
32,44,92.0,60.0,44,True
33,44,92.0,60.0,44,True
34,44,92.0,60.0,44,True
35,44,92.0,60.0,44,True
36,44,92.0,60.0,44,True
37,44,92.0,60.0,44,True
38,44,92.0,60.0,44,True
39,44,92.0,60.0,44,True
40,44,92.0,60.0,44,True
41,44,92.0,60.0,44,True
42,44,92.0,60.0,44,True
43,44,92.0,60.0,44,True
44,44,92.0,60.0,44,True
45,44,92.0,60.0,44,True
46,44,92.0,60.0,44,True
47,44,92.0,60.0,44,True
48,44,92.0,60.0,44,True
49,44,92.0,60.0,44,True
50,44,92.0,60.0,44,True
51,44,92.0,60.0,44,True
52,44,92.0,60.0,44,True
53,44,92.0,60.0,44,True
54,44,96.0,63.0,44,True
55,44,96.0,63.0,44,True
56,44,96.0,63.0,44,True
57,44,96.0,63.0,44,True
58,44,104.0,52.0,44,True
59,44,123.0,59.0,44,True
60,44,123.0,62.0,44,True
61,44,122.0,67.0,44,True
62,44,121.0,67.0,44,True
63,44,121.0,67.0,44,True
64,44,117.0,67.0,44,True
65,44,117.0,67.0,44,True
66,44,112.0,63.0,44,True
67,44,112.0,63.0,44,True
68,44,112.0,63.0,44,True
69,44,112.0,63.0,44,True
70,44,112.0,63.0,44,True
71,44,119.0,59.0,44,True
72,44,119.0,59.0,44,True
73,44,120.0,59.0,44,True
74,44,120.0,59.0,44,True
75,44,120.0,59.0,44,True
76,44,120.0,59.0,44,True
77,44,120.0,59.0,44,True
78,44,119.59913560237707,59.59913560237709,44,True
79,44,119.0,60.0,44,True
80,44,119.0,60.0,44,True
81,44,119.0,60.0,44,True
82,44,118.0,60.0,44,True
83,44,108.0,60.0,44,True
29,45,43.0,75.0,45,True
30,45,44.0,75.0,45,True
31,45,45.0,75.0,45,True
32,45,50.0,80.0,45,True
33,45,53.0,85.0,45,True
34,45,48.0,89.5,45,True
35,45,48.0,90.0,45,True
36,45,48.0,90.0,45,True
37,45,49.0,90.0,45,True
38,45,51.0,78.5,45,True
39,45,52.0,80.0,45,True
40,45,52.0,81.0,45,True
41,45,52.0,82.0,45,True
42,45,52.0,86.5,45,True
43,45,48.0,93.0,45,True
44,45,49.0,66.0,45,True
45,45,49.0,85.0,45,True
46,45,49.0,85.0,45,True
47,45,56.0,93.0,45,True
48,45,56.0,93.0,45,True
49,45,56.0,93.0,45,True
50,45,56.0,93.0,45,True
51,45,56.0,93.0,45,True
52,45,56.0,93.0,45,True
53,45,56.0,93.0,45,True
54,45,56.0,93.0,45,True
55,45,56.0,93.0,45,True
56,45,56.0,93.0,45,True
57,45,56.0,93.0,45,True
58,45,57.0,94.0,45,True
59,45,57.0,84.0,45,True
60,45,57.0,84.0,45,True
61,45,61.0,87.0,45,True
62,45,61.0,87.0,45,True
63,45,59.0,84.0,45,True
64,45,59.0,84.0,45,True
65,45,54.0,80.0,45,True
66,45,54.0,80.0,45,True
67,45,54.0,80.0,45,True
68,45,54.0,80.0,45,True
69,45,54.0,80.0,45,True
70,45,55.0,80.0,45,True
71,45,57.0,82.0,45,True
72,45,57.0,82.0,45,True
73,45,57.0,82.0,45,True
74,45,59.0,98.0,45,True
75,45,59.0,98.0,45,True
76,45,59.0,98.0,45,True
77,45,59.0,97.0,45,True
78,45,59.0,96.0,45,True
79,45,59.0,95.5,45,True
80,45,59.0,95.0,45,True
81,45,59.0,95.0,45,True
82,45,59.0,95.0,45,True
83,45,57.0,94.0,45,True
0,1,193.0,199.0,1,True
1,1,193.0,199.0,1,True
2,1,193.0,199.0,1,True
3,1,195.4008643976229,199.5991356023771,1,True
4,1,201.4008643976229,212.5991356023771,1,True
5,1,202.0,213.0,1,True
6,1,204.0,215.0,1,True
7,1,204.0,215.0,1,True
8,1,204.5,204.0,1,True
9,1,205.0,204.0,1,True
10,1,205.0,204.0,1,True
11,1,209.0,204.0,1,True
12,1,210.0,204.0,1,True
13,1,210.0,204.0,1,True
14,1,210.0,204.0,1,True
15,1,210.0,204.0,1,True
16,1,210.0,204.0,1,True
17,1,208.0,204.0,1,True
18,1,208.0,204.0,1,True
19,1,201.0,202.0,1,True
20,1,183.0,202.0,1,True
21,1,183.0,202.0,1,True
22,1,188.0,207.0,1,True
23,1,190.0,201.0,1,True
24,1,190.0,201.0,1,True
25,1,189.0,200.0,1,True
26,1,189.0,200.0,1,True
27,1,179.0,195.0,1,True
28,1,179.0,195.0,1,True
29,1,179.0,195.0,1,True
30,1,179.0,195.0,1,True
31,1,179.0,195.0,1,True
32,1,179.0,195.0,1,True
33,1,179.0,195.0,1,True
34,1,179.0,195.0,1,True
35,1,179.0,195.0,1,True
36,1,179.0,195.0,1,True
37,1,177.0,195.0,1,True
38,1,177.0,195.0,1,True
39,1,177.0,195.0,1,True
40,1,177.0,195.0,1,True
41,1,168.0,183.0,1,True
42,1,168.0,184.5,1,True
43,1,168.0,186.0,1,True
44,1,168.5991356023771,186.4008643976229,1,True
45,1,172.0,187.0,1,True
46,1,172.0,187.0,1,True
47,1,172.0,187.0,1,True
48,1,170.0,187.0,1,True
46,16,378.0,167.0,16,True
47,16,378.0,166.5,16,True
48,16,370.0,172.0,16,True
49,16,370.0,172.0,16,True
50,16,361.0,172.0,16,True
51,16,361.0,172.0,16,True
52,16,362.13466461853557,172.3568868407578,16,True
53,16,363.0,173.0,16,True
54,16,363.0,173.0,16,True
55,16,363.0,173.0,16,True
56,16,359.0,186.0,16,True
57,16,363.0,192.0,16,True
58,16,363.0,192.0,16,True
59,16,366.0,182.0,16,True
60,16,365.0,187.0,16,True
61,16,365.0,188.0,16,True
62,16,374.0,173.0,16,True
63,16,374.0,173.0,16,True
64,16,377.0,173.5,16,True
65,16,377.0,174.0,16,True
66,16,380.0,172.0,16,True
67,16,380.0,172.0,16,True
68,16,380.0,172.0,16,True
69,16,380.0,172.0,16,True
70,16,387.0,173.0,16,True
71,16,387.0,173.0,16,True
72,16,381.0,173.0,16,True
73,16,371.0,157.0,16,True
74,16,371.0,157.0,16,True
75,16,371.0,146.0,16,True
76,16,381.0,148.0,16,True
77,16,392.0,150.0,16,True
78,16,394.0,150.0,16,True
79,16,395.0,150.0,16,True
80,16,400.0,149.0,16,True
81,16,398.0,147.0,16,True
82,16,395.0,146.0,16,True
83,16,395.0,146.0,16,True
49,4,215.0,185.0,4,True
50,4,215.0,185.0,4,True
51,4,202.0,192.5,4,True
52,4,202.0,193.0,4,True
53,4,202.0,193.0,4,True
54,4,202.0,193.0,4,True
55,4,202.0,193.0,4,True
56,4,192.0,194.0,4,True
57,4,189.0,198.0,4,True
58,4,184.0,193.0,4,True
59,4,186.0,182.0,4,True
60,4,193.0,205.0,4,True
61,4,193.0,205.0,4,True
62,4,193.0,205.0,4,True
63,4,193.0,205.0,4,True
64,4,189.0,204.0,4,True
65,4,189.0,201.0,4,True
66,4,189.0,194.0,4,True
67,4,188.0,189.0,4,True
68,4,188.0,189.0,4,True
69,4,173.0,190.0,4,True
70,4,173.0,191.0,4,True
71,4,173.0,191.0,4,True
72,4,183.0,192.0,4,True
73,4,184.0,192.0,4,True
74,4,184.0,192.0,4,True
75,4,184.0,192.0,4,True
76,4,184.0,192.0,4,True
77,4,188.0,193.0,4,True
78,4,188.0,193.0,4,True
79,4,188.0,193.0,4,True
80,4,188.0,193.0,4,True
81,4,188.0,193.0,4,True
82,4,188.0,193.0,4,True
83,4,188.0,193.0,4,True
54,8,131.0,282.0,8,True
55,8,131.0,282.0,8,True
56,8,137.0,283.0,8,True
57,8,137.0,283.0,8,True
58,8,143.0,273.0,8,True
59,8,141.0,267.0,8,True
60,8,119.0,290.0,8,True
61,8,117.0,292.0,8,True
62,8,115.0,292.0,8,True
63,8,89.5,283.0,8,True
64,8,89.0,283.0,8,True
65,8,90.0,283.0,8,True
66,8,91.0,283.0,8,True
67,8,100.0,281.0,8,True
68,8,100.0,281.0,8,True
69,8,100.0,284.0,8,True
70,8,100.0,284.0,8,True
71,8,111.0,271.0,8,True
72,8,111.0,264.0,8,True
73,8,111.0,264.0,8,True
74,8,105.0,283.0,8,True
75,8,113.0,287.0,8,True
76,8,114.0,289.5,8,True
77,8,114.0,293.0,8,True
78,8,125.52857142857142,307.95142857142855,8,True
79,8,119.0,290.0,8,True
80,8,117.0,295.0,8,True
81,8,122.5,297.0,8,True
82,8,133.0,303.0,8,True
83,8,121.0,295.0,8,True
54,6,65.0,306.0,6,True
55,6,65.0,306.0,6,True
56,6,63.0,309.0,6,True
57,6,63.0,309.0,6,True
58,6,56.0,302.5,6,True
59,6,61.0,288.0,6,True
60,6,51.0,330.0,6,True
61,6,54.0,336.0,6,True
62,6,47.0,336.0,6,True
63,6,45.0,281.0,6,True
64,6,48.0,270.0,6,True
65,6,47.0,289.0,6,True
66,6,46.0,296.0,6,True
67,6,50.0,347.0,6,True
68,6,50.0,352.0,6,True
69,6,52.0,354.0,6,True
70,6,56.0,354.0,6,True
71,6,64.0,329.0,6,True
72,6,58.0,340.0,6,True
73,6,56.0,340.0,6,True
74,6,58.0,290.0,6,True
75,6,52.0,290.0,6,True
76,6,49.0,318.0,6,True
77,6,58.0,300.0,6,True
78,6,51.0,293.0,6,True
79,6,53.0,336.0,6,True
80,6,51.0,327.0,6,True
81,6,60.0,317.0,6,True
82,6,53.0,326.0,6,True
83,6,55.0,343.0,6,True
0,28,76.0,70.0,28,True
1,28,76.0,70.0,28,True
2,28,76.0,70.0,28,True
3,28,76.0,70.0,28,True
4,28,76.0,70.0,28,True
5,28,76.0,70.0,28,True
6,28,76.0,70.0,28,True
7,28,74.0,70.0,28,True
8,28,67.0,59.0,28,True
9,28,67.0,59.0,28,True
10,28,67.0,59.0,28,True
11,28,67.0,59.0,28,True
12,28,67.0,59.0,28,True
13,28,67.0,59.0,28,True
14,28,67.0,59.0,28,True
15,28,67.0,59.0,28,True
16,28,67.0,59.0,28,True
17,28,67.0,59.0,28,True
18,28,67.0,59.0,28,True
19,28,67.0,59.0,28,True
20,28,81.0,53.0,28,True
21,28,81.0,53.0,28,True
22,28,81.0,53.0,28,True
23,28,96.0,53.0,28,True
24,28,96.0,53.0,28,True
25,28,87.0,71.0,28,True
0,32,167.0,51.0,32,True
1,32,160.5,52.0,32,True
2,32,158.0,49.0,32,True
3,32,158.0,49.0,32,True
4,32,158.0,49.0,32,True
5,32,169.0,53.0,32,True
6,32,165.0,54.5,32,True
7,32,155.0,52.5,32,True
8,32,151.0,54.0,32,True
9,32,152.0,56.0,32,True
10,32,161.0,54.5,32,True
11,32,160.0,51.0,32,True
12,32,153.0,56.0,32,True
13,32,153.0,54.5,32,True
14,32,155.0,53.0,32,True
15,32,149.0,56.5,32,True
16,32,151.0,56.5,32,True
17,32,151.0,56.0,32,True
18,32,145.0,55.0,32,True
19,32,158.0,57.0,32,True
20,32,143.0,54.5,32,True
21,32,153.0,58.0,32,True
22,32,143.0,56.0,32,True
23,32,156.0,55.0,32,True
35,35,224.0,53.0,35,True
36,35,235.0,53.0,35,True
37,35,232.0,58.0,35,True
38,35,224.0,50.0,35,True
39,35,239.0,54.0,35,True
40,35,244.0,49.5,35,True
41,35,234.0,58.0,35,True
42,35,234.0,69.0,35,True
43,35,234.0,52.0,35,True
44,35,224.0,52.0,35,True
45,35,223.0,59.0,35,True
46,35,223.0,59.0,35,True
47,35,233.0,49.5,35,True
48,35,220.0,49.5,35,True
49,35,219.0,57.0,35,True
50,35,208.0,52.0,35,True
51,35,230.0,53.0,35,True
52,35,220.0,49.0,35,True
53,35,226.0,48.0,35,True
69,25,329.5,417.0,25,True
70,25,340.0,429.0,25,True
71,25,348.0,437.0,25,True
72,25,348.0,437.0,25,True
73,25,348.0,437.0,25,True
74,25,347.0,440.5,25,True
75,25,347.0,441.0,25,True
76,25,347.0,441.0,25,True
77,25,347.0,441.0,25,True
78,25,347.0,441.0,25,True
79,25,335.0,442.0,25,True
80,25,336.0,442.0,25,True
81,25,345.0,441.0,25,True
82,25,345.0,441.0,25,True
83,25,345.0,441.0,25,True
69,24,249.0,420.0,24,True
70,24,263.5,430.0,24,True
71,24,264.0,430.0,24,True
72,24,270.0,442.0,24,True
73,24,270.0,442.0,24,True
74,24,269.0,442.0,24,True
75,24,269.0,442.0,24,True
76,24,269.0,442.0,24,True
77,24,267.0,442.0,24,True
78,24,266.0,442.0,24,True
79,24,266.0,442.0,24,True
80,24,265.5,441.0,24,True
81,24,253.0,441.0,24,True
82,24,253.0,449.5,24,True
83,24,253.0,450.0,24,True
60,20,451.0,114.0,20,True
61,20,453.0,100.5,20,True
62,20,458.0,97.0,20,True
63,20,460.0,89.0,20,True
64,20,457.0,79.0,20,True
65,20,450.0,76.0,20,True
66,20,455.0,59.0,20,True
67,20,462.0,72.0,20,True
68,20,462.0,62.0,20,True
69,20,451.0,61.0,20,True
70,20,451.0,59.0,20,True
71,20,452.0,60.0,20,True
72,20,465.0,69.0,20,True
78,11,205.0,401.0,11,True
79,11,205.0,375.0,11,True
80,11,201.0,369.0,11,True
81,11,201.0,369.0,11,True
82,11,201.0,369.0,11,True
83,11,201.0,369.0,11,True
78,12,226.0,318.0,12,True
79,12,228.0,303.0,12,True
80,12,249.0,290.0,12,True
81,12,249.0,290.0,12,True
82,12,274.0,277.0,12,True
83,12,294.0,263.0,12,True
24,42,166.0,49.0,42,True
25,42,166.0,46.0,42,True
26,42,147.0,53.5,42,True
27,42,174.5,50.0,42,True
28,42,169.0,48.0,42,True
80,21,465.0,99.0,21,True
81,21,461.0,99.0,21,True
82,21,461.0,99.0,21,True
83,21,461.0,100.0,21,True
80,27,110.0,461.0,27,True
81,27,110.0,461.0,27,True
82,27,118.0,458.0,27,True
83,27,118.0,458.0,27,True
26,43,43.0,69.0,43,True
27,43,47.0,78.0,43,True
32,34,182.0,50.0,34,True
33,34,171.0,49.0,34,True
1,41,453.0,211.0,41,True
2,41,458.0,197.0,41,True
0,23,350.0,422.0,23,True
1,23,350.0,422.0,23,True
2,23,350.0,421.5,23,True
3,23,349.0,420.0,23,True
4,23,349.0,420.0,23,True
5,23,349.0,420.0,23,True
6,23,349.0,420.0,23,True
7,23,349.0,420.0,23,True
8,23,349.0,420.0,23,True
9,23,349.0,420.0,23,True
10,23,349.0,420.0,23,True
11,23,349.0,420.0,23,True
12,23,350.0,420.0,23,True
13,23,350.5,420.0,23,True
14,23,351.0,420.0,23,True
15,23,351.0,420.0,23,True
16,23,351.0,420.0,23,True
17,23,351.0,420.0,23,True
18,23,351.0,420.0,23,True
19,23,351.0,420.0,23,True
20,23,351.0,420.0,23,True
21,23,351.0,420.0,23,True
22,23,351.0,420.0,23,True
23,23,351.0,420.0,23,True
24,23,351.0,420.0,23,True
25,23,351.0,420.0,23,True
26,23,351.0,420.0,23,True
27,23,351.0,420.0,23,True
28,23,351.0,420.0,23,True
29,23,351.0,420.0,23,True
30,23,351.0,420.0,23,True
31,23,351.0,420.0,23,True
32,23,351.0,420.0,23,True
33,23,351.0,420.0,23,True
34,23,351.0,420.0,23,True
35,23,351.0,420.0,23,True
36,23,351.0,420.0,23,True
37,23,351.0,420.0,23,True
38,23,351.0,420.0,23,True
39,23,351.5,420.0,23,True
40,23,352.0,420.0,23,True
41,23,352.0,420.0,23,True
42,23,352.0,421.0,23,True
43,23,352.0,421.0,23,True
44,23,346.0,421.5,23,True
45,23,346.0,421.5,23,True
46,23,345.0,421.0,23,True
47,23,345.0,421.0,23,True
48,23,345.0,421.0,23,True
49,23,345.0,421.0,23,True
50,23,333.0,421.5,23,True
51,23,333.0,422.0,23,True
52,23,321.0,430.0,23,True
53,23,321.0,430.0,23,True
54,23,321.0,430.0,23,True
55,23,320.0,430.0,23,True
56,23,320.0,430.0,23,True
57,23,320.0,429.5,23,True
58,23,319.5,428.5,23,True
59,23,315.0,427.0,23,True
60,23,315.0,427.0,23,True
61,23,295.0,444.0,23,True
62,23,295.0,444.0,23,True
63,23,295.0,445.0,23,True
64,23,299.5991356023771,444.59913560237703,23,True
65,23,312.5,431.0,23,True
66,23,275.0,417.0,23,True
67,23,275.0,417.0,23,True
68,23,276.0,413.0,23,True
0,5,156.0,285.0,5,True
1,5,156.0,285.0,5,True
2,5,149.0,273.0,5,True
3,5,149.0,273.0,5,True
4,5,146.0,273.0,5,True
5,5,146.0,273.0,5,True
6,5,146.0,273.0,5,True
7,5,146.0,273.0,5,True
8,5,146.0,273.0,5,True
9,5,156.0,269.0,5,True
10,5,156.0,269.0,5,True
11,5,156.0,269.0,5,True
12,5,156.0,269.0,5,True
13,5,158.0,281.0,5,True
14,5,158.0,281.0,5,True
15,5,158.0,281.0,5,True
16,5,158.0,281.0,5,True
17,5,158.0,281.0,5,True
18,5,150.0,271.0,5,True
19,5,145.0,269.0,5,True
20,5,145.0,269.0,5,True
21,5,145.0,269.0,5,True
22,5,102.0,284.0,5,True
23,5,110.0,282.0,5,True
24,5,118.5,273.0,5,True
25,5,119.0,273.0,5,True
26,5,119.0,273.0,5,True
27,5,130.5,275.5,5,True
28,5,133.0,276.0,5,True
29,5,133.0,276.0,5,True
30,5,133.0,276.0,5,True
31,5,129.5,264.0,5,True
32,5,126.0,264.0,5,True
33,5,120.0,263.0,5,True
34,5,120.0,263.0,5,True
35,5,120.0,263.0,5,True
36,5,120.0,263.0,5,True
37,5,120.0,263.0,5,True
38,5,120.0,263.0,5,True
39,5,120.0,263.0,5,True
40,5,112.0,263.0,5,True
41,5,112.0,263.0,5,True
42,5,90.5,269.0,5,True
43,5,94.0,270.0,5,True
44,5,94.0,270.0,5,True
45,5,95.0,265.0,5,True
46,5,95.5,265.0,5,True
47,5,103.0,258.0,5,True
48,5,103.0,258.0,5,True
49,5,110.0,252.0,5,True
50,5,90.0,253.0,5,True
51,5,90.0,253.0,5,True
52,5,104.0,270.0,5,True
53,5,108.0,285.0,5,True
0,13,321.0,235.0,13,True
1,13,321.0,235.0,13,True
2,13,324.0,235.0,13,True
3,13,324.0,235.0,13,True
4,13,324.0,235.0,13,True
5,13,324.0,235.0,13,True
6,13,324.0,235.0,13,True
7,13,324.0,235.0,13,True
