frame,track_id,x,y,w,h,centroid_x,centroid_y,area
44,44,83,51,19,19,92.0,60.0,276.0
45,44,83,51,19,19,92.0,60.0,276.0
46,44,83,51,19,19,92.0,60.0,276.0
47,44,83,51,19,19,92.0,60.0,276.0
48,44,83,51,19,19,92.0,60.0,276.0
49,44,83,51,19,19,92.0,60.0,276.0
50,44,83,51,19,19,92.0,60.0,276.0
51,44,83,51,19,19,92.0,60.0,276.0
52,44,83,51,19,19,92.0,60.0,276.0
53,44,83,51,19,19,92.0,60.0,276.0
54,44,87,54,19,19,96.0,63.0,276.0
55,44,87,54,19,19,96.0,63.0,276.0
56,44,87,54,19,19,96.0,63.0,276.0
57,44,87,54,19,19,96.0,63.0,276.0
58,44,95,43,19,19,104.0,52.0,276.0
59,44,114,50,19,19,123.0,59.0,276.0
60,44,114,53,19,19,123.0,62.0,276.0
61,44,113,58,19,19,122.0,67.0,276.0
62,44,112,58,19,19,121.0,67.0,276.0
63,44,112,58,19,19,121.0,67.0,276.0
64,44,108,58,19,19,117.0,67.0,276.0
65,44,108,58,19,19,117.0,67.0,276.0
66,44,103,54,19,19,112.0,63.0,276.0
67,44,103,54,19,19,112.0,63.0,276.0
68,44,103,54,19,19,112.0,63.0,276.0
69,44,103,54,19,19,112.0,63.0,276.0
70,44,103,54,19,19,112.0,63.0,276.0
71,44,110,50,19,19,119.0,59.0,276.0
72,44,110,50,19,19,119.0,59.0,276.0
73,44,111,50,19,19,120.0,59.0,276.0
74,44,111,50,19,19,120.0,59.0,276.0
75,44,111,50,19,19,120.0,59.0,276.0
76,44,111,50,19,19,120.0,59.0,276.0
77,44,111,50,19,19,120.0,59.0,276.0
78,44,110,50,20,20,119.59913560237707,59.59913560237709,308.5
79,44,110,51,19,19,119.0,60.0,276.0
80,44,110,51,19,19,119.0,60.0,276.0
81,44,110,51,19,19,119.0,60.0,276.0
82,44,109,51,19,19,118.0,60.0,276.0
83,44,99,51,19,19,108.0,60.0,276.0
29,45,36,68,15,15,43.0,75.0,170.0
30,45,35,66,19,19,44.0,75.0,276.0
31,45,36,66,19,19,45.0,75.0,276.0
32,45,41,70,19,21,50.0,80.0,312.0
33,45,44,76,19,19,53.0,85.0,276.0
34,45,39,80,19,20,48.0,89.5,294.0
35,45,39,81,19,19,48.0,90.0,276.0
36,45,39,81,19,19,48.0,90.0,276.0
37,45,40,81,19,19,49.0,90.0,276.0
38,45,42,69,19,20,51.0,78.5,294.0
39,45,43,71,19,19,52.0,80.0,276.0
40,45,43,72,19,19,52.0,81.0,276.0
41,45,43,72,19,21,52.0,82.0,312.0
42,45,43,76,19,22,52.0,86.5,330.0
43,45,39,84,19,19,48.0,93.0,276.0
44,45,40,57,19,19,49.0,66.0,276.0
45,45,40,76,19,19,49.0,85.0,276.0
46,45,40,76,19,19,49.0,85.0,276.0
47,45,47,84,19,19,56.0,93.0,276.0
48,45,47,84,19,19,56.0,93.0,276.0
49,45,47,84,19,19,56.0,93.0,276.0
50,45,47,84,19,19,56.0,93.0,276.0
51,45,47,84,19,19,56.0,93.0,276.0
52,45,47,84,19,19,56.0,93.0,276.0
53,45,47,84,19,19,56.0,93.0,276.0
54,45,47,84,19,19,56.0,93.0,276.0
55,45,47,84,19,19,56.0,93.0,276.0
56,45,47,84,19,19,56.0,93.0,276.0
57,45,47,84,19,19,56.0,93.0,276.0
58,45,48,85,19,19,57.0,94.0,276.0
59,45,48,75,19,19,57.0,84.0,276.0
60,45,48,75,19,19,57.0,84.0,276.0
61,45,52,78,19,19,61.0,87.0,276.0
62,45,52,78,19,19,61.0,87.0,276.0
63,45,50,75,19,19,59.0,84.0,276.0
64,45,50,75,19,19,59.0,84.0,276.0
65,45,45,71,19,19,54.0,80.0,276.0
66,45,45,71,19,19,54.0,80.0,276.0
67,45,45,71,19,19,54.0,80.0,276.0
68,45,45,71,19,19,54.0,80.0,276.0
69,45,45,71,19,19,54.0,80.0,276.0
70,45,46,71,19,19,55.0,80.0,276.0
71,45,48,73,19,19,57.0,82.0,276.0
72,45,48,73,19,19,57.0,82.0,276.0
73,45,48,73,19,19,57.0,82.0,276.0
74,45,50,89,19,19,59.0,98.0,276.0
75,45,50,89,19,19,59.0,98.0,276.0
76,45,50,89,19,19,59.0,98.0,276.0
77,45,50,88,19,19,59.0,97.0,276.0
78,45,50,87,19,19,59.0,96.0,276.0
79,45,50,86,19,20,59.0,95.5,294.0
80,45,50,86,19,19,59.0,95.0,276.0
81,45,50,86,19,19,59.0,95.0,276.0
82,45,50,86,19,19,59.0,95.0,276.0
83,45,48,85,19,19,57.0,94.0,276.0
0,1,184,190,19,19,193.0,199.0,276.0
1,1,184,190,19,19,193.0,199.0,276.0
2,1,184,190,19,19,193.0,199.0,276.0
3,1,186,190,20,20,195.4008643976229,199.5991356023771,308.5
4,1,192,203,20,20,201.4008643976229,212.5991356023771,308.5
5,1,193,204,19,19,202.0,213.0,276.0
6,1,195,206,19,19,204.0,215.0,276.0
7,1,195,206,19,19,204.0,215.0,276.0
8,1,195,195,20,19,204.5,204.0,294.0
9,1,196,195,19,19,205.0,204.0,276.0
10,1,196,195,19,19,205.0,204.0,276.0
11,1,199,195,21,19,209.0,204.0,312.0
12,1,201,195,19,19,210.0,204.0,276.0
13,1,201,195,19,19,210.0,204.0,276.0
14,1,201,195,19,19,210.0,204.0,276.0
15,1,201,195,19,19,210.0,204.0,276.0
16,1,201,195,19,19,210.0,204.0,276.0
17,1,199,195,19,19,208.0,204.0,276.0
18,1,199,195,19,19,208.0,204.0,276.0
19,1,192,193,19,19,201.0,202.0,276.0
20,1,174,193,19,19,183.0,202.0,276.0
21,1,174,193,19,19,183.0,202.0,276.0
22,1,179,198,19,19,188.0,207.0,276.0
23,1,181,192,19,19,190.0,201.0,276.0
24,1,181,192,19,19,190.0,201.0,276.0
25,1,180,191,19,19,189.0,200.0,276.0
26,1,180,191,19,19,189.0,200.0,276.0
27,1,170,186,19,19,179.0,195.0,276.0
28,1,170,186,19,19,179.0,195.0,276.0
29,1,170,186,19,19,179.0,195.0,276.0
30,1,170,186,19,19,179.0,195.0,276.0
31,1,170,186,19,19,179.0,195.0,276.0
32,1,170,186,19,19,179.0,195.0,276.0
33,1,170,186,19,19,179.0,195.0,276.0
34,1,170,186,19,19,179.0,195.0,276.0
35,1,170,186,19,19,179.0,195.0,276.0
36,1,170,186,19,19,179.0,195.0,276.0
37,1,168,186,19,19,177.0,195.0,276.0
38,1,168,186,19,19,177.0,195.0,276.0
39,1,168,186,19,19,177.0,195.0,276.0
40,1,168,186,19,19,177.0,195.0,276.0
41,1,159,174,19,19,168.0,183.0,276.0
42,1,159,174,19,22,168.0,184.5,330.0
43,1,159,177,19,19,168.0,186.0,276.0
44,1,159,177,20,20,168.5991356023771,186.4008643976229,308.5
45,1,163,178,19,19,172.0,187.0,276.0
46,1,163,178,19,19,172.0,187.0,276.0
47,1,163,178,19,19,172.0,187.0,276.0
48,1,161,178,19,19,170.0,187.0,276.0
46,16,369,158,19,19,378.0,167.0,276.0
47,16,369,157,19,20,378.0,166.5,294.0
48,16,361,163,19,19,370.0,172.0,276.0
49,16,361,163,19,19,370.0,172.0,276.0
50,16,352,163,19,19,361.0,172.0,276.0
51,16,352,163,19,19,361.0,172.0,276.0
52,16,352,163,21,20,362.13466461853557,172.3568868407578,325.5
53,16,354,164,19,19,363.0,173.0,276.0
54,16,354,164,19,19,363.0,173.0,276.0
55,16,354,164,19,19,363.0,173.0,276.0
56,16,350,177,19,19,359.0,186.0,276.0
57,16,354,183,19,19,363.0,192.0,276.0
58,16,354,183,19,19,363.0,192.0,276.0
59,16,357,173,19,19,366.0,182.0,276.0
60,16,356,177,19,21,365.0,187.0,312.0
61,16,356,179,19,19,365.0,188.0,276.0
62,16,365,164,19,19,374.0,173.0,276.0
63,16,365,164,19,19,374.0,173.0,276.0
64,16,368,164,19,20,377.0,173.5,294.0
65,16,368,165,19,19,377.0,174.0,276.0
66,16,371,163,19,19,380.0,172.0,276.0
67,16,371,163,19,19,380.0,172.0,276.0
68,16,371,163,19,19,380.0,172.0,276.0
69,16,371,163,19,19,380.0,172.0,276.0
70,16,378,164,19,19,387.0,173.0,276.0
71,16,378,164,19,19,387.0,173.0,276.0
72,16,372,164,19,19,381.0,173.0,276.0
73,16,362,148,19,19,371.0,157.0,276.0
74,16,362,148,19,19,371.0,157.0,276.0
75,16,362,137,19,19,371.0,146.0,276.0
76,16,372,139,19,19,381.0,148.0,276.0
77,16,383,141,19,19,392.0,150.0,276.0
78,16,385,141,19,19,394.0,150.0,276.0
79,16,386,141,19,19,395.0,150.0,276.0
80,16,391,140,19,19,400.0,149.0,276.0
81,16,389,138,19,19,398.0,147.0,276.0
82,16,386,137,19,19,395.0,146.0,276.0
83,16,386,137,19,19,395.0,146.0,276.0
49,4,206,176,19,19,215.0,185.0,276.0
50,4,206,176,19,19,215.0,185.0,276.0
51,4,193,183,19,20,202.0,192.5,294.0
52,4,193,184,19,19,202.0,193.0,276.0
53,4,193,184,19,19,202.0,193.0,276.0
54,4,193,184,19,19,202.0,193.0,276.0
55,4,193,184,19,19,202.0,193.0,276.0
56,4,183,185,19,19,192.0,194.0,276.0
57,4,180,189,19,19,189.0,198.0,276.0
58,4,175,184,19,19,184.0,193.0,276.0
59,4,177,173,19,19,186.0,182.0,276.0
60,4,184,196,19,19,193.0,205.0,276.0
61,4,184,196,19,19,193.0,205.0,276.0
62,4,184,196,19,19,193.0,205.0,276.0
63,4,184,196,19,19,193.0,205.0,276.0
64,4,180,195,19,19,189.0,204.0,276.0
65,4,180,192,19,19,189.0,201.0,276.0
66,4,180,185,19,19,189.0,194.0,276.0
67,4,179,180,19,19,188.0,189.0,276.0
68,4,179,180,19,19,188.0,189.0,276.0
69,4,164,181,19,19,173.0,190.0,276.0
70,4,164,182,19,19,173.0,191.0,276.0
71,4,164,182,19,19,173.0,191.0,276.0
72,4,173,183,21,19,183.0,192.0,312.0
73,4,175,183,19,19,184.0,192.0,276.0
74,4,175,183,19,19,184.0,192.0,276.0
75,4,175,183,19,19,184.0,192.0,276.0
76,4,175,183,19,19,184.0,192.0,276.0
77,4,179,184,19,19,188.0,193.0,276.0
78,4,179,184,19,19,188.0,193.0,276.0
79,4,179,184,19,19,188.0,193.0,276.0
80,4,179,184,19,19,188.0,193.0,276.0
81,4,179,184,19,19,188.0,193.0,276.0
82,4,179,184,19,19,188.0,193.0,276.0
83,4,179,184,19,19,188.0,193.0,276.0
54,8,124,275,15,15,131.0,282.0,170.0
55,8,124,275,15,15,131.0,282.0,170.0
56,8,130,276,15,15,137.0,283.0,170.0
57,8,130,276,15,15,137.0,283.0,170.0
58,8,134,264,19,19,143.0,273.0,276.0
59,8,132,258,19,19,141.0,267.0,276.0
60,8,110,281,19,19,119.0,290.0,276.0
61,8,108,283,19,19,117.0,292.0,276.0
62,8,106,283,19,19,115.0,292.0,276.0
63,8,80,274,20,19,89.5,283.0,294.0
64,8,80,274,19,19,89.0,283.0,276.0
65,8,81,274,19,19,90.0,283.0,276.0
66,8,82,274,19,19,91.0,283.0,276.0
67,8,91,272,19,19,100.0,281.0,276.0
68,8,91,272,19,19,100.0,281.0,276.0
69,8,91,275,19,19,100.0,284.0,276.0
70,8,91,275,19,19,100.0,284.0,276.0
71,8,102,262,19,19,111.0,271.0,276.0
72,8,102,255,19,19,111.0,264.0,276.0
73,8,102,255,19,19,111.0,264.0,276.0
74,8,96,274,19,19,105.0,283.0,276.0
75,8,104,278,19,19,113.0,287.0,276.0
76,8,105,279,19,22,114.0,289.5,330.0
77,8,105,284,19,19,114.0,293.0,276.0
78,8,115,298,22,21,125.52857142857142,307.95142857142855,350.0
79,8,110,281,19,19,119.0,290.0,276.0
80,8,108,286,19,19,117.0,295.0,276.0
81,8,113,288,20,19,122.5,297.0,294.0
82,8,124,294,19,19,133.0,303.0,276.0
83,8,112,286,19,19,121.0,295.0,276.0
54,6,56,297,19,19,65.0,306.0,276.0
55,6,56,297,19,19,65.0,306.0,276.0
56,6,54,300,19,19,63.0,309.0,276.0
57,6,54,300,19,19,63.0,309.0,276.0
58,6,47,293,19,20,56.0,302.5,294.0
59,6,52,279,19,19,61.0,288.0,276.0
60,6,42,321,19,19,51.0,330.0,276.0
61,6,45,327,19,19,54.0,336.0,276.0
62,6,38,327,19,19,47.0,336.0,276.0
63,6,36,272,19,19,45.0,281.0,276.0
64,6,39,261,19,19,48.0,270.0,276.0
65,6,38,280,19,19,47.0,289.0,276.0
66,6,37,287,19,19,46.0,296.0,276.0
67,6,41,338,19,19,50.0,347.0,276.0
68,6,41,343,19,19,50.0,352.0,276.0
69,6,45,347,15,15,52.0,354.0,170.0
