TrackID,Cell_Type,Frames,Duration_min,Start_X_um,Start_Y_um,End_X_um,End_Y_um,Total_Distance_um,Displacement_um,CDE,Avg_Velocity_um_min,Max_Velocity_um_min,Std_Velocity_um_min,Persistence,Final_Angle_deg,Angular_Std_deg,MSD_10,MSD_20
62,Cell,30,29.0,845.0,767.0,859.0,747.0,96.07614567733671,24.413111231467404,0.254101692562238,3.312970540597818,7.810249675906654,2.194841599160829,0.18213968768588223,-55.00797980144134,92.17694190061754,124.65,343.7
64,Cell,30,29.0,777.0,881.0,773.0,857.0,76.82128857652609,24.331050121192877,0.31672275448693266,2.6490099509146927,7.810249675906654,2.1375109769324365,0.08754387278234363,-99.46232220802563,93.11470141104039,122.25,347.3
75,Cell,30,29.0,463.0,935.0,450.0,919.0,53.740801232699646,20.615528128088304,0.38361036038190627,1.853131076989643,7.810249675906654,1.870010613406733,0.1598986470669046,-129.0938588862295,112.26112128170608,72.45,146.5
14,Cell,30,29.0,571.0,509.0,560.0,482.0,58.248250870684615,29.154759474226502,0.5005259220393108,2.0085603748511938,7.826237921249264,2.4740367083717123,-0.07119736540708387,-112.16634582208246,88.51121340117872,118.0125,182.825
45,Cell,30,29.0,916.0,147.0,920.0,136.0,42.547100679997214,11.704699910719626,0.27509982404564615,1.4671414027585246,8.0,1.8853096976454258,0.020261761785073718,-70.01689347810003,75.1032896123375,48.0625,80.825
9,Cell,30,29.0,385.0,444.0,379.0,454.0,24.151982046805905,11.661903789690601,0.4828549378303668,0.8328269671312382,8.06225774829855,1.8183506930234836,0.30694551981393836,120.96375653207352,52.394115407957564,41.1,113.8
11,Cell,30,29.0,466.0,453.0,469.0,452.0,28.647515983085164,3.1622776601683795,0.11038575428443906,0.9878453787270746,8.06225774829855,1.8910012283598856,0.48951524235751587,-18.43494882292201,45.24639578488212,10.75,21.1
43,Cell,30,29.0,182.0,898.0,217.0,881.0,64.26203947151595,38.91015291668744,0.6054920328810028,2.2159323955695154,8.06225774829855,1.9791992888949053,0.33863512651574285,-25.906507999514385,52.37534105982346,245.05,602.1
47,Cell,30,29.0,994.0,297.5,999.0,328.0,68.41007424481421,30.907118921051183,0.451791921909719,2.3589680774073876,8.54400374531753,2.4450711764790727,0.4996077745409101,80.69005982501396,69.81256902442003,258.7375,615.325
46,Cell,30,29.0,968.0,70.0,952.0,76.0,74.92448907383783,17.08800749063506,0.22806972328893543,2.5836030715116496,8.602325267042627,2.087936284347839,-0.2513441698742475,159.44395478041653,131.8778712195398,39.7,60.0
7,Cell,30,29.0,131.0,402.0,114.0,413.0,27.74030758983352,20.248456731316587,0.7299290631779943,0.9565623306839145,9.219544457292887,2.0799922638946002,0.2862672483428779,147.0947570770121,58.7195879124898,90.65,265.7
13,Cell,30,29.0,562.0,468.0,621.0,422.0,89.72189598152238,74.81310045707235,0.8338332537297206,3.093858482121462,9.219544457292887,2.3555741015254643,0.6943687642945159,-37.94215335011893,36.483547826122056,794.325,2949.7
52,Cell,30,29.0,62.0,478.0,32.0,481.0,70.82931250169885,30.14962686336267,0.4256659538046416,2.4423900862654775,9.219544457292887,1.9827461740349026,0.3989232653037833,174.28940686250036,104.08233400499255,234.3,566.6
59,Cell,30,29.0,535.0,725.0,522.0,718.0,81.16841483031133,14.7648230602334,0.18190355313825424,2.7989108562176326,9.219544457292887,2.2804781905485894,-0.10834802879507241,-151.69924423399362,125.95265261969777,169.2,325.6
51,Cell,30,29.0,971.0,219.0,986.0,215.0,87.91365808075469,15.524174696260024,0.17658433325570427,3.0315054510605064,9.433981132056603,2.258999368850354,0.10176210404493438,-14.931417178137556,100.39555342755378,137.9625,248.925
17,Cell,30,29.0,472.0,623.0,508.0,621.0,63.891263179155445,36.05551275463989,0.5643261842161077,2.2031470061777734,9.486832980505138,2.5273548582489838,0.5027428194018718,-3.179830119864234,47.536563417432106,204.5,655.2
18,Cell,30,29.0,592.0,621.0,595.0,618.0,34.37020353870375,4.242640687119285,0.12343949846970541,1.1851794323690947,10.04987562112089,1.976283011280388,0.32031999751297946,-45.0,63.37227594532761,38.05,85.5
3,Cell,30,29.0,236.0,153.0,207.0,133.0,51.199744921239244,35.22782990761707,0.6880469807380519,1.7655084455599739,10.44030650891055,2.8199194041493074,0.2739213036346994,-145.40771131249005,68.29731279518109,124.95,397.3
32,Cell,30,29.0,857.0,384.0,851.0,372.0,41.81117036446955,13.416407864998739,0.3208809451648305,1.4417644953265363,10.735455276791944,2.7305306990833316,0.5047731457253648,-116.56505117707799,56.455068358680236,61.825,99.4
12,Cell,30,29.0,443.0,514.0,485.0,503.0,77.82066161520525,43.41658669218482,0.5579056485906531,2.6834710901794914,10.770329614269007,2.5472805264800904,0.42854658917000676,-14.676393137450015,59.86225043222879,251.625,768.55
42,Cell,30,29.0,99.0,893.0,90.0,879.0,120.82930604239519,16.64331697709324,0.1377423865304136,4.166527794565352,11.661903789690601,2.7515596704184,0.24040097183209053,-122.73522627210761,108.20895794163114,773.65,316.5
74,Cell,30,29.0,451.0,921.0,449.0,888.0,73.64227133704779,33.06055050963308,0.448934421893653,2.5393886667947507,12.083045973594572,3.048423282501825,0.3942352053463992,-93.46822925891713,89.14340106812936,176.8125,269.525
30,Cell,30,29.0,874.0,252.0,872.0,249.0,57.6333685071713,3.605551275463989,0.06256013432592182,1.9873575347300443,13.416407864998739,2.7944642990753867,0.29014715629251503,-123.6900675259798,76.15817073346302,29.1,41.2
61,Cell,30,29.0,768.0,730.0,766.0,725.0,90.80174696435404,5.385164807134504,0.0593068414118569,3.1310947229087596,16.1245154965971,4.7002976033769235,0.047666466288498,-111.80140948635182,93.2585092840417,50.2,97.8
33,Cell,30,29.0,942.0,378.0,921.0,346.0,69.18556813137205,38.27531841800928,0.5532269149735205,2.3857092459093816,29.154759474226502,5.805595845227295,0.34577862775567564,-123.27488798483492,61.33363581864582,511.0625,837.825
15,Cell,30,29.0,718.0,414.0,605.0,313.0,458.55289508750496,151.5585695366646,0.33051491149727213,15.812168796120861,41.6293165929973,10.159561864240334,0.6846179290491369,-138.209486317792,74.91732415569507,14007.2,41241.2
48,Cell,26,25.0,56.0,39.0,71.0,17.0,67.1458354481582,26.627053911388696,0.39655555305357476,2.685833417926328,9.899494936611665,2.192327268258592,0.16609242207627475,-55.71312302279104,77.49250325464725,215.640625,655.6666666666666
37,Cell,26,25.0,194.0,780.0,195.0,806.0,79.40532723364878,26.019223662515376,0.32767604604102024,3.1762130893459513,27.65863337187866,5.523736996913181,0.6306868216496292,87.7974018382342,59.464796725166366,375.5625,691.6666666666666
20,Cell,24,23.0,798.0,610.0,774.0,590.0,47.80283322832672,31.240998703626616,0.6535386418291628,2.0783840534055096,14.212670403551895,3.845648889163387,0.21967576381896814,-140.19442890773482,71.80116026754249,109.23214285714286,449.5625
79,Cell,22,21.0,32.0,826.0,60.0,812.0,141.47994963766374,31.304951684997057,0.22126776101610435,6.737140458936368,17.08800749063506,5.084194496147634,0.009391640942003154,-26.56505117707799,107.89044137060809,338.0833333333333,940.5
26,Cell,18,17.0,740.0,613.0,752.0,599.0,44.55485224172404,18.439088914585774,0.4138514210427169,2.620873661277885,10.770329614269007,3.0986463959145083,0.5001436948108737,-49.39870535499554,83.59566608490769,97.875,
67,Cell,16,15.0,872.0,984.0,859.0,1003.0,42.974162795537374,23.021728866442675,0.5357109334735743,2.8649441863691583,8.602325267042627,2.14291735934673,0.24573440943744115,124.38034472384487,79.23761095154559,228.16666666666666,
50,Cell,15,14.0,10.0,151.0,14.0,152.0,11.82842712474619,4.123105625617661,0.34857598412148416,0.844887651767585,2.8284271247461903,0.9638578726906778,0.4164779663363919,14.036243467926477,48.856398944341976,13.0,
70,Cell,15,14.0,610.0,957.0,605.0,951.0,25.776560536582835,7.810249675906654,0.3029981313768423,1.8411828954702025,5.385164807134504,1.4525995819316353,-0.2524184002599528,-129.8055710922652,103.0959749936759,47.8,
71,Cell,15,14.0,628.0,936.0,676.0,922.0,74.07807409655297,50.0,0.674963551763377,5.291291006896641,13.416407864998739,3.500319911141656,0.4836373742477192,-16.26020470831196,75.79510393372439,1565.65,
28,Cell,12,11.0,732.0,601.0,728.0,611.0,24.59183094440611,10.770329614269007,0.4379637139917363,2.23562099494601,6.708203932499369,1.6793393299564063,0.30472135954999574,111.80140948635182,88.48156549472162,66.5,
29,Cell,12,11.0,765.0,609.0,757.0,632.0,48.112201287705275,24.351591323771842,0.5061416994444342,4.373836480700479,12.649110640673518,3.2552768188537167,0.4228187655994028,109.17900802581073,82.70779071841959,237.5,
49,Cell,6,5.0,15.0,154.0,13.0,157.0,3.8284271247461903,3.605551275463989,0.9417839645316542,0.7656854249492381,2.8284271247461903,1.1016922574023587,-0.10355339059327372,123.6900675259798,60.58779898594705,,
58,Cell,6,5.0,48.0,609.0,54.0,615.0,13.698908717413941,8.48528137423857,0.6194129437078553,2.739781743482788,6.708203932499369,2.1198103684241234,-0.0649732964216474,45.0,86.32448295677099,,
57,Cell,6,5.0,33.0,590.0,28.0,580.0,15.06608249124353,11.180339887498949,0.7420867298448027,3.0132164982487057,7.810249675906654,2.668431437133397,0.6090743375764105,-116.56505117707799,59.40165064810457,,
22,Cell,6,5.0,760.0,569.0,771.0,569.0,22.45440907726009,11.0,0.4898815177968705,4.490881815452019,9.848857801796104,2.903787271761204,-0.35153461651336193,0.0,76.57585650747475,,
23,Cell,6,5.0,784.0,594.0,796.0,597.0,28.434651931971125,12.36931687685298,0.43500855598465293,5.686930386394225,10.04987562112089,3.7227439853293736,0.4832873704958066,14.036243467926477,53.65897801328177,,
55,Cell,6,5.0,2.296296296296296,517.0,48.0,599.0,114.38258225537241,93.8766666016425,0.820725190414498,22.876516451074483,53.383785293251165,19.13192884972413,0.4451352938424541,60.86635517613704,56.56194882156293,,
77,Cell,4,3.0,1011.0,670.0,1009.0,659.0,13.496976092671314,11.180339887498949,0.8283588717008791,4.498992030890438,6.082762530298219,2.181529441924708,-0.6441724874528221,-100.30484646876603,65.91214033911378,,
39,Cell,4,3.0,181.0,809.0,192.0,772.0,38.75496412747062,38.600518131237564,0.9960148074005419,12.91832137582354,18.973665961010276,4.667294665821651,0.9795809859129232,-73.44292862436336,5.698406329824916,,
40,Cell,4,3.0,211.0,808.0,226.0,772.0,43.81816211599012,39.0,0.890041893969992,14.606054038663373,19.0,3.2140087253011695,0.7059887083688451,-67.38013505195957,27.42173821419068,,
80,Cell,3,2.0,94.0,665.0,96.0,662.0,8.704570789056774,3.605551275463989,0.41421356237309503,4.352285394528387,5.0990195135927845,0.7467341190643977,,-56.309932474020215,79.41398338424267,,
81,Cell,3,2.0,109.0,654.0,115.0,658.0,11.082762530298218,7.211102550927978,0.6506593036902271,5.541381265149109,6.082762530298219,0.5413812651491097,,33.690067525979785,53.52637891898821,,
35,Cell,27,26.0,74.0,642.0,95.0,667.0,129.01449768526368,32.64965543462902,0.2530696628705964,4.9620960648178345,30.083217912982647,6.287403979176582,0.5055488388616343,49.96974072811031,62.88391660459081,845.9411764705883,2104.0
68,Cell,15,14.0,643.0,932.0,620.0,942.0,75.06406355779892,25.079872407968907,0.3341129059534266,5.361718825557065,33.015148038438355,8.579575402827917,0.009198842889926638,156.50143432404792,97.85708801223684,704.0,
